iter	Logloss
480	0.05812321131
481	0.05796947529
482	0.05788850778
483	0.05779301619
484	0.05766125113
485	0.05752819078
486	0.05735799487
487	0.05722755071
488	0.05711033367
489	0.05698685354
490	0.05687894727
491	0.05674077787
492	0.05663337956
493	0.05651329357
494	0.05636059093
495	0.05623802221
496	0.05608186953
497	0.05597355359
498	0.05585966878
499	0.05571257177
500	0.0555603966
501	0.05539384397
502	0.05529034126
503	0.05516099134
504	0.05499763728
505	0.05491162986
506	0.05480303086
507	0.0547058017
508	0.05457388724
509	0.05437614505
510	0.05423568847
511	0.05413546274
512	0.05397556466
513	0.05386404412
514	0.05376256354
515	0.0536555709
516	0.05349721169
517	0.0533711192
518	0.05326020744
519	0.05316106587
520	0.05304877556
521	0.0528928861
522	0.05275907684
523	0.05264464965
524	0.05252866867
525	0.05236281455
526	0.05230474591
527	0.05213985621
528	0.05204344322
529	0.05193912863
530	0.05186681437
531	0.05179435361
532	0.051650816
533	0.0515611203
534	0.0514392645
535	0.05132130858
536	0.05119221114
537	0.05104869017
538	0.05096676345
539	0.05088199206
540	0.05083818656
541	0.050751273
542	0.05067600993
543	0.05059899425
544	0.05050729997
545	0.05042810107
546	0.05029277343
547	0.05016826358
548	0.05013219635
549	0.04998605789
550	0.04990086143
551	0.04981551461
552	0.04969976158
553	0.0495887668
554	0.04950039476
555	0.04942176766
556	0.04932728194
557	0.049214377
558	0.04911137445
559	0.04900891368
560	0.04891546668
561	0.04875989738
562	0.0486644799
563	0.0485689584
564	0.04843913066
565	0.04832182166
566	0.0482307917
567	0.04812451731
568	0.04807173845
569	0.04791315687
570	0.04785646747
571	0.04774985761
572	0.04758653257
573	0.04749863436
574	0.04740284039
575	0.0473056901
576	0.04724824638
577	0.04716204719
578	0.0470390207
579	0.04698712861
580	0.04688307725
581	0.04679185955
582	0.04669652451
583	0.04661685005
584	0.04653450601
585	0.04645530434
586	0.0463947459
587	0.04630454287
588	0.046249482
589	0.04615660731
590	0.04606469534
591	0.04595508113
592	0.04585449333
593	0.04579334607
594	0.04568494826
595	0.04559966785
596	0.0455316472
597	0.04545266344
598	0.04533683301
599	0.0453178236
600	0.04518447699
601	0.04514760462
602	0.04508977572
603	0.04501371492
604	0.04489869576
605	0.04476553219
606	0.04467925023
607	0.04461465552
608	0.04455015499
609	0.04448444845
610	0.04442465158
611	0.04433738428
612	0.04424062973
613	0.04415992839
614	0.04403507781
615	0.04394347496
616	0.04385050591
617	0.04375721066
618	0.04366169337
619	0.04362185137
620	0.04356321246
621	0.04350267771
622	0.04337446448
623	0.04332355367
624	0.04325285881
625	0.04314614081
626	0.04305453037
627	0.04299468878
628	0.04289156361
629	0.04287918209
630	0.04279237772
631	0.04269960054
632	0.04259752012
633	0.04252074218
634	0.04240615877
635	0.04234138729
636	0.04225307188
637	0.04218044153
638	0.04209026578
639	0.04198134401
640	0.04184467584
641	0.04173903994
642	0.04168338146
643	0.04157321451
644	0.04147805873
645	0.04139173856
646	0.04130469462
647	0.04123092475
648	0.04118317658
649	0.041114522
650	0.04106728229
651	0.04096038785
652	0.04093520859
653	0.04087991249
654	0.04083790472
655	0.0407595815
656	0.04067615269
657	0.04058155926
658	0.04051651732
659	0.04043252265
660	0.0403551381
661	0.04023881974
662	0.04015359148
663	0.04008236423
664	0.04003548626
665	0.03999329767
666	0.03989783537
667	0.03983449643
668	0.03978461863
669	0.03970377588
670	0.03963913167
671	0.03955799658
672	0.03949433162
673	0.0394754485
674	0.03941191954
675	0.03932075277
676	0.03925761714
677	0.0391709391
678	0.03909779196
679	0.0390442778
680	0.03900062539
681	0.0389514305
682	0.03887404242
683	0.03881348659
684	0.03874340396
685	0.03867793976
686	0.03860211252
687	0.03855224813
688	0.03848461281
689	0.03843770019
690	0.03837035796
691	0.03833646029
692	0.03826422624
693	0.03819930524
694	0.03811935689
695	0.03806285609
696	0.03795566532
697	0.03789673178
698	0.03784609862
699	0.03778352265
700	0.03768898012
701	0.03760684966
702	0.03754162717
703	0.0374772244
704	0.03740388034
705	0.03734798931
706	0.0372925342
707	0.03726177515
708	0.03721399904
709	0.03715670362
710	0.03712402074
711	0.03702456
712	0.03692974488
713	0.03688605541
714	0.03682527167
715	0.03674773155
716	0.03666641795
717	0.0366145822
718	0.03653598252
719	0.03647361808
720	0.03638155308
721	0.03630779891
722	0.03628281593
723	0.03622936338
724	0.03615797275
725	0.03609646838
726	0.03601903271
727	0.03593701599
728	0.03587912441
729	0.03582882564
730	0.03576496845
731	0.03572078515
732	0.03564657277
733	0.03558476357
734	0.0355358767
735	0.03547434271
736	0.03539149487
737	0.03533159638
738	0.03526152395
739	0.0351809516
740	0.0351162914
741	0.03505468914
742	0.03497628714
743	0.03486364683
744	0.03476751894
745	0.03470918706
746	0.03466562903
747	0.03461218771
748	0.03456494238
749	0.03450357935
750	0.03443027941
751	0.03437413976
752	0.03430954913
753	0.03423199731
754	0.03418002541
755	0.03411604682
756	0.03404304515
757	0.03400396947
758	0.03395009508
759	0.03389275829
760	0.03382228902
761	0.0337730662
762	0.03374637172
763	0.03369459349
764	0.03364231012
765	0.03358694681
766	0.03355651629
767	0.03347882361
768	0.0334313216
769	0.03335947801
770	0.03329667819
771	0.03322793409
772	0.03317330919
773	0.03311064907
774	0.03303221242
775	0.03296173023
776	0.0328865649
777	0.03283925763
778	0.03280215738
779	0.03271279879
780	0.03264888206
781	0.03258944392
782	0.03250961444
783	0.03244904699
784	0.03241859169
785	0.03237356481
786	0.03232137631
787	0.0322688069
788	0.03219262083
789	0.03213161597
790	0.03210585723
791	0.0320439578
792	0.03198934847
793	0.0319047943
794	0.03185557071
795	0.03177654478
796	0.03172879284
797	0.03166764384
798	0.03160948751
799	0.03155905605
800	0.03148765653
801	0.03142713433
802	0.03136738073
803	0.03130671917
804	0.03125216507
805	0.03118363296
806	0.03111629501
807	0.03105763968
808	0.03097321264
809	0.03092911116
810	0.03088784307
811	0.03082783598
812	0.03077206108
813	0.03071771022
814	0.03065078785
815	0.03059996826
816	0.03055158138
817	0.03051524566
818	0.03046145802
819	0.03039812926
820	0.03034886758
821	0.03030901951
822	0.03025070855
823	0.03016025333
824	0.03010064161
825	0.03007292079
826	0.03002863396
827	0.02998937025
828	0.02991751339
829	0.0298834805
830	0.02982221454
831	0.02978932486
832	0.02974032424
833	0.02968609776
834	0.02964299545
835	0.02957292458
836	0.02952688392
837	0.02947262667
838	0.02944332911
839	0.02938728437
840	0.029341089
841	0.02929084938
842	0.02924642416
843	0.02919905509
844	0.02914423167
845	0.02909893373
846	0.02907159793
847	0.02899780129
848	0.02896818154
849	0.0289124317
850	0.02885630156
851	0.02879740782
852	0.02874853686
853	0.0286987792
854	0.02867256243
855	0.02861262352
856	0.02856673228
857	0.02852032201
858	0.02849206936
859	0.02844070726
860	0.0284201882
861	0.02838025903
862	0.02832482313
863	0.02827923645
864	0.02824072144
865	0.02819283575
866	0.02811700574
867	0.02805651721
868	0.02802087775
869	0.02798484822
870	0.0279342356
871	0.02787094501
872	0.02782509082
873	0.02777466697
874	0.02773793411
875	0.02768642425
876	0.02765787622
877	0.0276068339
878	0.0275609347
879	0.02751574845
880	0.02746532847
881	0.0274070112
882	0.02735895534
883	0.02729432446
884	0.02723888597
885	0.02720020231
886	0.02715037973
887	0.02710759848
888	0.02702776861
889	0.02697384452
890	0.02693360967
891	0.02689093543
892	0.02684199415
893	0.02679959672
894	0.0267495729
895	0.02670960726
896	0.0266688123
897	0.02660928123
898	0.02657399735
899	0.02653553904
900	0.02650046595
901	0.02645850008
902	0.02642011579
903	0.02636089702
904	0.02630235224
905	0.02627646179
906	0.02624443579
907	0.02619307188
908	0.02615190306
909	0.02610177649
910	0.02606290159
911	0.02599712611
912	0.02596168523
913	0.02592399146
914	0.02589202218
915	0.02585635828
916	0.02582322574
917	0.02579071113
918	0.02574775221
919	0.02570364357
920	0.02567035469
921	0.02563736488
922	0.02558156576
923	0.0255444512
924	0.02551358158
925	0.02544563848
926	0.02540835049
927	0.02535803655
928	0.02531818386
929	0.02527371105
930	0.02524205924
931	0.02519599094
932	0.02515016131
933	0.0251194508
934	0.02509219742
935	0.02506165375
936	0.02502484073
937	0.02498566575
938	0.02494618403
939	0.0248997594
940	0.02485975323
941	0.02479005469
942	0.02475784861
943	0.02471955578
944	0.02466041616
945	0.02460801971
946	0.02458183873
947	0.02454000035
948	0.02450688195
949	0.02445436411
950	0.02441551577
951	0.0243844844
952	0.02432267483
953	0.02428319891
954	0.02425473833
955	0.02422184603
956	0.02416081807
957	0.02414012044
958	0.02410450857
959	0.0240459873
960	0.02397955087
961	0.02391881225
962	0.02387652034
963	0.02382946115
964	0.02379676341
965	0.02375841085
966	0.02370749227
967	0.02367408791
968	0.02363035253
969	0.02357760253
970	0.0235306813
971	0.02349866616
972	0.02345314768
973	0.0234163891
974	0.02337462256
975	0.0233392979
976	0.02330809862
977	0.02326330778
978	0.02322490181
979	0.02319081171
980	0.02316451078
981	0.02312899715
982	0.0230787555
983	0.023047413
984	0.0230025336
985	0.02297748671
986	0.02294500861
987	0.02289546849
988	0.02285085177
989	0.02280214594
990	0.02276258612
991	0.0227120289
992	0.02268963708
993	0.02264658134
994	0.02261160769
995	0.02258024773
996	0.02255602534
997	0.02249738515
998	0.02246994212
999	0.02243661427
